place_id,place_name,url,sg_postal,postal_code,address,lat,lon,place_category,last_update_dt
pid_163,HILLV2,,Singapore 667979,667979,4 HILLVIEW RISE 667979,,,,02:30.1
pid_164,HILLION MALL / HILLION RESIDENCES,,Singapore 678278,678278,17 PETIR ROAD 678278,,,,02:30.1
pid_165,ONZE@TANJONG PAGAR,,Singapore 89218,89218,11 KEE SENG STREET 089218,,,,02:30.1
pid_166,THE CITRON & THE CITRON RESIDENCES,,Singapore 208380,208380,1 MARNE ROAD 208380,,,,02:30.1
pid_167,South Beach Avenue,,Singapore 189768,189768,26 BEACH ROAD 189768,,,,02:30.1
pid_168,ROYAL SQUARE AT NOVENA,,Singapore 329565,329565,101 IRRAWADDY ROAD 329565,,,,02:30.1
pid_169,UIC BUILDING,,Singapore 68808,68808,5 SHENTON WAY 068808,,,,02:30.1
pid_170,GUOCO TOWER,,Singapore 78884,78884,7 WALLICH STREET 078884,,,,02:30.1
pid_171,DUO,,Singapore 189350,189350,1 FRASER STREET 189350,,,,02:30.2
pid_172,Marina One - Retail Block The heart,,Singapore 18935,18935,5 STRAITS VIEW 018935,,,,02:30.2
pid_173,CAPITOL PIAZZA,,Singapore 178905,178905,13 STAMFORD ROAD 178905,,,,02:30.2
pid_174,Waterway Point,,Singapore 828761,828761,83 PUNGGOL CENTRAL 828761,,,,02:30.2
pid_175,The Wisteria/Wisteria Mall,,Singapore 768696,768696,594 YISHUN RING ROAD 768696,,,,02:30.2
pid_176,THE POIZ RESIDENCES,,Singapore 347697,347697,51 UPPER SERANGOON ROAD 347697,,,,02:30.2
pid_177,Subsidiary Management Corporation No. 1 Strata Title Plan No. 4735,,Singapore 48622,48622,30 RAFFLES PLACE 048622,,,,02:30.2
pid_178,MANAGEMENT CORPN STRATA TITLE PLAN NO. 109,,Singapore 436990,436990,188-9B TANJONG KATONG ROAD 436990,,,,02:30.2
pid_179,NORTHERN MANSION,,Singapore 219065,219065,99J MERGUI ROAD 219065,,,,02:30.2
pid_180,enbloc,,Singapore 328686,328686,222/A-C BALESTIER ROAD 328686,,,,02:30.2
pid_181,DRAGON MANSION,,Singapore 88642,88642,18 SPOTTISWOODE PARK ROAD 088642,,,,02:30.2
pid_182,BRIGHTS APARTMENT,,Singapore 329551,329551,57D IRRAWADDY ROAD 329551,,,,02:30.2
pid_183,South Union Park,,Singapore 457254,457254,59C JALAN TUA KONG 457254,,,,02:30.2
pid_184,HERTFORD MANSION,,Singapore 219847,219847,21/A/B BRISTOL ROAD 219847,,,,02:30.2
pid_185,REALTY PARK,,Singapore 536957,536957,48/A LORONG 1 REALTY PARK 536957,,,,02:30.2
pid_186,BAN GUAN PARK,,Singapore ROAD,ROAD,74A GREENLEAF ROAD,,,,02:30.2
pid_187,WOOLLERTON PARK APARTMENT,,Singapore 257530,257530,36E WOOLLERTON PARK 257530,,,,02:30.2
pid_188,MUTUAL COURT,,Singapore 328694,328694,8/A/B/C/D MAR THOMA ROAD 328694,,,,02:30.2
pid_189,CAVENAGH COURT,,Singapore 229628,229628,151 CAVENAGH ROAD 229628,,,,02:30.2
pid_190,CHANGI HEIGHTS,,Singapore BULAN,BULAN,NIL JALAN SINAR BULAN,,,,02:30.3
pid_191,REALTY CENTRE,,Singapore 79716,79716,16W ENGGOR STREET 79716,,,,02:30.3
pid_192,FAIRHAVEN,,Singapore 228185,228185,130T SOPHIA ROAD 228185,,,,02:30.3
pid_193,GRAND BUILDING,,Singapore 48695,48695,17J PHILLIP STREET 48695,,,,02:30.3
pid_194,LAVENDER STREET,,Singapore 338764,338764,205 LAVENDER STREET 338764,,,,02:30.3
pid_195,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0157,,Singapore 328874,328874,16/A/B KIM KEAT LANE 328874,,,,02:30.3
pid_196,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0158,,Singapore 328865,328865,8/A/B KIM KEAT LANE 328865,,,,02:30.3
pid_197,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0159,,Singapore 328861,328861,4/A/B KIM KEAT LANE 328861,,,,02:30.3
pid_198,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0160,,Singapore 328859,328859,2/A/B KIM KEAT LANE 328859,,,,02:30.3
pid_199,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0161,,Singapore 328913,328913,1/A/B KIM KEAT CLOSE 328913,,,,02:30.3
pid_200,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0162,,Singapore 328915,328915,3/A/B KIM KEAT CLOSE 328915,,,,02:30.3
pid_201,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0163,,Singapore 328917,328917,5/A/B KIM KEAT CLOSE 328917,,,,02:30.3
pid_202,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0164,,Singapore 328919,328919,7/A/B KIM KEAT CLOSE 328919,,,,02:30.3
pid_203,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0165,,Singapore 328921,328921,9B KIM KEAT CLOSE 328921,,,,02:30.3
pid_204,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0166,,Singapore 328923,328923,11/A/B KIM KEAT CLOSE 328923,,,,02:30.3
pid_205,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0167,,Singapore 328926,328926,15/A/B KIM KEAT CLOSE 328926,,,,02:30.3
pid_206,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0168,,Singapore 328930,328930,19/A/B KIM KEAT CLOSE 328930,,,,02:30.3
pid_207,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0169,,Singapore 328931,328931,21/A/B KIM KEAT CLOSE 328931,,,,02:30.3
pid_208,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0170,,Singapore 328932,328932,23/A/B KIM KEAT CLOSE 328932,,,,02:30.3
pid_209,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0171,,Singapore 328914,328914,2/A/B KIM KEAT CLOSE 328914,,,,02:30.4
pid_210,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0172,,Singapore 328916,328916,4/A/B KIM KEAT CLOSE 328916,,,,02:30.4
pid_211,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0173,,Singapore 328918,328918,6/A/B KIM KEAT CLOSE 328918,,,,02:30.4
pid_212,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0174,,Singapore 328920,328920,8/A/B KIM KEAT CLOSE 328920,,,,02:30.4
pid_213,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0175,,Singapore 328922,328922,10/A/B KIM KEAT CLOSE 328922,,,,02:30.4
pid_214,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0176,,Singapore 328924,328924,12/A/B KIM KEAT CLOSE 328924,,,,02:30.4
